HGNC.ID,HGNCsymbol,Approved.name,Chromosome,Pubmed.IDs,OMIM.ID,UniProt.ID
HGNC:5968,IL11RB,"interleukin 11 receptor, beta",reserved,,,
HGNC:5969,IL12A,interleukin 12A,3q25.33,1673147,161560,P29459
HGNC:49094,IL12A-AS1,IL12A antisense RNA 1,3q25.33,,,
HGNC:5970,IL12B,interleukin 12B,5q33.3,1673147,161561,P29460
HGNC:5971,IL12RB1,interleukin 12 receptor subunit beta 1,19p13.11,9284929,601604,P42701
HGNC:5972,IL12RB2,interleukin 12 receptor subunit beta 2,1p31.3,"9284929, 8943050",601642,Q99665
HGNC:5973,IL13,interleukin 13,5q31.1,,147683,P35225
HGNC:5974,IL13RA1,interleukin 13 receptor subunit alpha 1,Xq24,"8910586, 9013879",300119,P78552
HGNC:5975,IL13RA2,interleukin 13 receptor subunit alpha 2,Xq23,"8663118, 9083087",300130,Q14627
HGNC:5976,IL14,interleukin 14,,,,
HGNC:5977,IL15,interleukin 15,4q31.21,8178155,600554,P40933
HGNC:5978,IL15RA,interleukin 15 receptor subunit alpha,10p15.1,8530383,601070,Q13261
HGNC:5979,IL15RB,"symbol withdrawn, see [HGNC:6009](/data/gene-symbol-report/#!/hgnc_id/HGNC:6009)",reserved,,,
HGNC:5980,IL16,interleukin 16,15q25.1,9144227,603035,Q14005
HGNC:5981,IL17A,interleukin 17A,6p12.2,8390535,603149,Q16552
HGNC:5982,IL17B,interleukin 17B,5q32,10639155,604627,Q9UHF5
HGNC:5983,IL17C,interleukin 17C,16q24.2,10639155,604628,Q9P0M4
HGNC:5984,IL17D,interleukin 17D,13q12.11,12097364,607587,Q8TAD2
HGNC:16404,IL17F,interleukin 17F,6p12.2,"11591732, 11591768",606496,Q96PD4
HGNC:5985,IL17RA,interleukin 17 receptor A,22q11.1,"9367539, 10591208",605461,Q96F46
HGNC:18015,IL17RB,interleukin 17 receptor B,3p21.1,"10749887, 10815801",605458,Q9NRM6
HGNC:18358,IL17RC,interleukin 17 receptor C,3p25.3,11706037,610925,Q8NAC3
HGNC:17616,IL17RD,interleukin 17 receptor D,3p14.3,"11802164, 12604616",606807,Q8NFM7
HGNC:18439,IL17RE,interleukin 17 receptor E,3p25.3,,614995,Q8NFR9
HGNC:33808,IL17REL,interleukin 17 receptor E like,22q13.33,,613414,Q6ZVW7
HGNC:5986,IL18,interleukin 18,11q23.1,"7477296, 9693051",600953,Q14116
HGNC:5987,IL18BP,interleukin 18 binding protein,11q13.4,10023777,604113,O95998
HGNC:5988,IL18R1,interleukin 18 receptor 1,2q12.1,"8626725, 10191101",604494,Q13478
HGNC:5989,IL18RAP,interleukin 18 receptor accessory protein,2q12.1,9792649,604509,O95256
HGNC:5990,IL19,interleukin 19,1q32.1,11196675,605687,Q9UHD0
HGNC:6002,IL20,interleukin 20,1q32.1,11163236,605619,Q9NYY1
HGNC:6003,IL20RA,interleukin 20 receptor subunit alpha,6q23.3,"10875937, 11163236",605620,Q9UHF4
HGNC:6004,IL20RB,interleukin 20 receptor subunit beta,3q22.3,"11163236, 16703417",605621,Q6UXL0
HGNC:40298,IL20RB-AS1,IL20RB antisense RNA 1,3q22.3,,,
HGNC:6005,IL21,interleukin 21,4q27,"11081504, 17947662",605384,Q9HBE4
HGNC:40299,IL21-AS1,IL21 antisense RNA 1,4q27,,,
HGNC:6006,IL21R,interleukin 21 receptor,16p12.1,11081504,605383,Q9HBE5
HGNC:27551,IL21R-AS1,IL21R antisense RNA 1,16p12.1,26857419,,
HGNC:14900,IL22,interleukin 22,12q15,"10954742, 10875937",605330,Q9GZX6
HGNC:13700,IL22RA1,interleukin 22 receptor subunit alpha 1,1p36.11,10875937,605457,Q8N6P7
HGNC:14901,IL22RA2,interleukin 22 receptor subunit alpha 2,6q23.3,"11481447, 11390454",606648,Q969J5
HGNC:15488,IL23A,interleukin 23 subunit alpha,12q13.3,11114383,605580,Q9NPF7
HGNC:19100,IL23R,interleukin 23 receptor,1p31.3,12023369,607562,Q5VWK5
HGNC:11346,IL24,interleukin 24,1q32.1,"8545104, 8799171",604136,Q13007
HGNC:13765,IL25,interleukin 25,14q11.2,"11058597, 11754819",605658,Q9H293
HGNC:17119,IL26,interleukin 26,12q15,"10729163, 11528524",605679,Q9NPH9
HGNC:19157,IL27,interleukin 27,16p12.1-p11.2,12121660,608273,Q8NEV9
HGNC:17290,IL27RA,interleukin 27 receptor subunit alpha,19p13.12,"9600072, 11057672",605350,Q6UWB1
HGNC:19372,IL31,interleukin 31,12q24.31,15184896,609509,Q6EBC2
HGNC:18969,IL31RA,interleukin 31 receptor A,5q11.2,"15184896, 11877449",609510,Q8NI17
HGNC:16830,IL32,interleukin 32,16p13.3,"1729377, 9653642",606001,P24001
HGNC:16028,IL33,interleukin 33,9p24.1,"10566975, 12819012",608678,O95760
HGNC:28529,IL34,interleukin 34,16q22.1,18467591,612081,Q6ZMJ4
HGNC:15562,IL36A,interleukin 36 alpha,2q14.1,10625660,605509,Q9UHA7
HGNC:15564,IL36B,interleukin 36 beta,2q14.1,"10625660, 10512743, 16646978",605508,Q9NZH7
HGNC:15741,IL36G,interleukin 36 gamma,2q14.1,"10860666, 10744718, 11991722, 11991723",605542,Q9NZH8
HGNC:15561,IL36RN,interleukin 36 receptor antagonist,2q14.1,"10625660, 10512743, 11574262",605507,Q9UBH0
HGNC:15563,IL37,interleukin 37,2q14.1,"10625660, 10512743, 12496389",605510,Q9NZH6
HGNC:6035,ILA,"symbol withdrawn, see [HGNC:11924](/data/gene-symbol-report/#!/hgnc_id/HGNC:11924)",,,,
HGNC:13331,ILCF,interleukin 6/CSF3 (G-CSF)-like factor,,,,
HGNC:28741,ILDR1,immunoglobulin like domain containing receptor 1,3q13.33,"15641023, 21255762",609739,Q86SU0
HGNC:18131,ILDR2,immunoglobulin like domain containing receptor 2,1q24.1,,618081,Q71H61
HGNC:6037,ILF2,interleukin enhancer binding factor 2,1q21.3,7519613,603181,Q12905
HGNC:44695,ILF2P1,interleukin enhancer binding factor 2 pseudogene 1,3p14.1,,,
HGNC:44696,ILF2P2,interleukin enhancer binding factor 2 pseudogene 2,14q13.2,,,
HGNC:6038,ILF3,interleukin enhancer binding factor 3,19p13.2,"7519613, 8885239, 25447144",603182,Q12906
HGNC:27115,ILF3-DT,ILF3 divergent transcript,19p13.2,28935763,,
HGNC:6039,ILF3L,"symbol withdrawn, see [HGNC:16462](/data/gene-symbol-report/#!/hgnc_id/HGNC:16462)",reserved,7519613,,
HGNC:6040,ILK,integrin linked kinase,11p15.4,8538749,602366,Q13418
HGNC:15566,ILKAP,ILK associated serine/threonine phosphatase,2q37.3,,618909,Q9H0C8
HGNC:21215,ILRUN,inflammation and lipid regulator with UBA-like and NBR1-like domains,6p21.31,"25736925, 29802199, 30252044, 32518853",612217,Q9H6K1
HGNC:55216,ILRUN-AS1,ILRUN antisense RNA 1,6p21.31,,,
HGNC:54748,ILRUNP1,ILRUN pseudogene 1,2q12.2,,,
HGNC:6041,ILVBL,ilvB acetolactate synthase like,19p13.12,8954801,605770,A1L0T0
HGNC:6042,IMD1,"symbol withdrawn, see [HGNC:1133](/data/gene-symbol-report/#!/hgnc_id/HGNC:1133)",,,,
HGNC:6043,IMD2,"symbol withdrawn, see [HGNC:12731](/data/gene-symbol-report/#!/hgnc_id/HGNC:12731)",,,,
HGNC:6044,IMD3,"symbol withdrawn, see [HGNC:11935](/data/gene-symbol-report/#!/hgnc_id/HGNC:11935)",,,,
HGNC:6045,IMD4,"symbol withdrawn, see [HGNC:6010](/data/gene-symbol-report/#!/hgnc_id/HGNC:6010)",,,,
HGNC:6046,IMD5,"symbol withdrawn, see [HGNC:10820](/data/gene-symbol-report/#!/hgnc_id/HGNC:10820)",,,,
HGNC:26317,IMMP1L,inner mitochondrial membrane peptidase subunit 1,11p13,15814844,612323,Q96LU5
HGNC:51131,IMMP1LP1,inner mitochondrial membrane peptidase subunit 1 pseudogene 1,11q13.1,,,
HGNC:51132,IMMP1LP2,inner mitochondrial membrane peptidase subunit 1 pseudogene 2,12q24.13,,,
HGNC:51134,IMMP1LP3,inner mitochondrial membrane peptidase subunit 1 pseudogene 3,7p22.3,,,
HGNC:14598,IMMP2L,inner mitochondrial membrane peptidase subunit 2,7q31.1,11254443,605977,Q96T52
HGNC:41402,IMMP2L-IT1,"symbol withdrawn, see [HGNC:14598](/data/gene-symbol-report/#!/hgnc_id/HGNC:14598)",7q31.1,,,
HGNC:6047,IMMT,inner membrane mitochondrial protein,2p11.2,"9168817, 8039717",600378,Q16891
HGNC:6048,IMMTP1,inner membrane mitochondrial protein pseudogene 1,21q22.3,,,
HGNC:14497,IMP3,IMP U3 small nucleolar ribonucleoprotein 3,15q24.2,"11543634, 12655004",612980,Q9NV31
HGNC:49385,IMP3P1,IMP3 pseudogene 1,9p23,,,
HGNC:49386,IMP3P2,IMP3 pseudogene 2,7q32.1,,,
HGNC:30856,IMP4,IMP U3 small nucleolar ribonucleoprotein 4,2q21.1,"8619474, 9110174, 12655004",612981,Q96G21
HGNC:6049,IMPA,"symbol withdrawn, see [HGNC:6050](/data/gene-symbol-report/#!/hgnc_id/HGNC:6050)",,,,
HGNC:6050,IMPA1,inositol monophosphatase 1,8q21.13,1377913,602064,P29218
HGNC:33956,IMPA1P1,inositol monophosphatase 1 pseudogene 1,8q21.13,,,
HGNC:6051,IMPA2,inositol monophosphatase 2,18p11.21,9322233,605922,O14732
HGNC:20387,IMPACT,impact RWD domain protein,18q11.2,11116084,615319,Q9P2X3
HGNC:6052,IMPDH1,inosine monophosphate dehydrogenase 1,7q32.1,"1969416, 11875049, 11875050",146690,P20839
HGNC:19912,IMPDH1P1,inosine monophosphate dehydrogenase 1 pseudogene 1,9p13.3,,,
HGNC:33957,IMPDH1P2,inosine monophosphate dehydrogenase 1 pseudogene 2,Xp11.4,,,
HGNC:33958,IMPDH1P3,inosine monophosphate dehydrogenase 1 pseudogene 3,7q33,,,
HGNC:33959,IMPDH1P4,inosine monophosphate dehydrogenase 1 pseudogene 4,Xp11.3,,,
HGNC:33960,IMPDH1P5,inosine monophosphate dehydrogenase 1 pseudogene 5,10q22.3,,,
HGNC:33961,IMPDH1P6,inosine monophosphate dehydrogenase 1 pseudogene 6,8q24.13,,,
HGNC:33962,IMPDH1P7,inosine monophosphate dehydrogenase 1 pseudogene 7,2q32.1,,,
HGNC:33963,IMPDH1P8,inosine monophosphate dehydrogenase 1 pseudogene 8,3p25.1,,,
HGNC:33964,IMPDH1P9,inosine monophosphate dehydrogenase 1 pseudogene 9,6p22.3,,,
HGNC:33965,IMPDH1P10,inosine monophosphate dehydrogenase 1 pseudogene 10,2q33.1,,,
HGNC:6054,IMPDH1P11,inosine monophosphate dehydrogenase 1 pseudogene 11,16p13.2,7905856,,
HGNC:6053,IMPDH2,inosine monophosphate dehydrogenase 2,3p21.31,"9858805, 1969416",146691,P12268
HGNC:6055,IMPG1,interphotoreceptor matrix proteoglycan 1,6q14.1,,602870,Q17R60
HGNC:18362,IMPG2,interphotoreceptor matrix proteoglycan 2,3q12.3,10542133,607056,Q9BZV3
HGNC:6056,IMPT1,"symbol withdrawn, see [HGNC:10964](/data/gene-symbol-report/#!/hgnc_id/HGNC:10964)",,,,
HGNC:6057,INA,internexin neuronal intermediate filament protein alpha,10q24.33,7769995,605338,Q16352
HGNC:27406,INAFM1,InaF motif containing 1,19q13.32,12477932,,C9JVW0
HGNC:35165,INAFM2,InaF motif containing 2,15q15.1,19531736,,P0DMQ5
HGNC:25599,INAVA,innate immunity activator,1q32.1,"28436939, 29420262",618051,Q3KP66
HGNC:32224,INCA1,"inhibitor of CDK, cyclin A1 interacting protein 1",17p13.2,"15159402, 18756329",617374,Q0VD86
HGNC:6058,INCENP,inner centromere protein,11q12.3,"1860899, 11453556",604411,Q9NQS7
HGNC:6060,INE1,inactivation escape 1,Xp11.3,9244435,300164,O15225
HGNC:6061,INE2,inactivation escape 2,Xp22.2,9244435,300165,
HGNC:23791,INF2,inverted formin 2,14q32.33,16818491,610982,Q27J81
HGNC:6062,ING1,inhibitor of growth family member 1,13q34,"8944021, 9186514",601566,Q9UK53
HGNC:6063,ING2,inhibitor of growth family member 2,4q35.1,10072587,604215,Q9H160
HGNC:14587,ING3,inhibitor of growth family member 3,7q31.31,12080476,607493,Q9NXR8
HGNC:19423,ING4,inhibitor of growth family member 4,12p13.31,12750254,608524,Q9UNL4
HGNC:19421,ING5,inhibitor of growth family member 5,2q37.3,12750254,608525,Q8WYH8
HGNC:6064,INGX,"inhibitor of growth family, X-linked (pseudogene)",Xq13.1,10626813,300452,
HGNC:6065,INHA,inhibin subunit alpha,2q35,3345731,147380,P05111
HGNC:6066,INHBA,inhibin subunit beta A,7p14.1,3345731,147290,P08476
HGNC:40303,INHBA-AS1,INHBA antisense RNA 1,7p14.1,28423525,,
HGNC:6067,INHBB,inhibin subunit beta B,2q14.2,3345731,147390,P09529
HGNC:6068,INHBC,inhibin subunit beta C,12q13.3,7826378,601233,P55103
HGNC:24029,INHBE,inhibin subunit beta E,12q13.3,12242034,612031,P58166
HGNC:11759,INHCAP,inhibitor of carbonic anhydrase pseudogene,3q22.1,,,
HGNC:24994,INIP,INTS3 and NABP interacting protein,9q32,11042152,613273,Q9NRY2
HGNC:32480,INKA1,inka box actin regulator 1,3p21.31,"20175189, 26607847",,Q96EL1
HGNC:28045,INKA2,inka box actin regulator 2,1p13.2,26292052,,Q9NTI7
HGNC:49446,INKA2-AS1,INKA2 antisense RNA 1,1p13.2,,,
HGNC:6069,INMT,indolethylamine N-methyltransferase,7p14.3,10552930,604854,O95050
HGNC:41995,INMT-MINDY4,INMT-MINDY4 readthrough (NMD candidate),7p14.3,,,
HGNC:26956,INO80,INO80 complex ATPase subunit,15q15.1,"16298340, 16230350, 20237820",610169,Q9ULG1
HGNC:53138,INO80-AS1,INO80 antisense RNA 1,15q15.1,27816668,,
HGNC:13324,INO80B,INO80 complex subunit B,2p13.1,16230350,616456,Q9C086
HGNC:49199,INO80B-WBP1,INO80B-WBP1 readthrough (NMD candidate),2p13.1,,,
HGNC:26994,INO80C,INO80 complex subunit C,18q12.2,16230350,,Q6PI98
HGNC:25997,INO80D,INO80 complex subunit D,2q33.3,16230350,,Q53TQ3
HGNC:26905,INO80E,INO80 complex subunit E,16p11.2,16230350,,Q8NBZ0
HGNC:6070,INP10,"symbol withdrawn, see [HGNC:10637](/data/gene-symbol-report/#!/hgnc_id/HGNC:10637)",,,,
HGNC:6071,INPP1,inositol polyphosphate-1-phosphatase,2q32.2,8390685,147263,P49441
HGNC:6072,INPP3,inositol polyphosphate-3-phosphatase,reserved,,,
HGNC:6073,INPP4,"symbol withdrawn, see [HGNC:6074](/data/gene-symbol-report/#!/hgnc_id/HGNC:6074)",,,,
HGNC:6074,INPP4A,inositol polyphosphate-4-phosphatase type I A,2q11.2,"7608176, 9295334",600916,Q96PE3
HGNC:6075,INPP4B,inositol polyphosphate-4-phosphatase type II B,4q31.21,9295334,607494,O15327
HGNC:6076,INPP5A,inositol polyphosphate-5-phosphatase A,10q26.3,8013665,600106,Q14642
HGNC:6077,INPP5B,inositol polyphosphate-5-phosphatase B,1p34.3,1718960,147264,P32019
HGNC:6078,INPP5C,"inositol polyphosphate-5-phosphatase, 120kDa",reserved,,,
HGNC:6079,INPP5D,inositol polyphosphate-5-phosphatase D,2q37.1,"8643691, 8874179",601582,Q92835
HGNC:21474,INPP5E,inositol polyphosphate-5-phosphatase E,9q34.3,"10764818, 10577920, 19668216",613037,Q9NRR6
HGNC:17054,INPP5F,inositol polyphosphate-5-phosphatase F,10q26.11,"11274189, 25869669",609389,Q9Y2H2
HGNC:8956,INPP5J,inositol polyphosphate-5-phosphatase J,22q12.2,10591208,606481,Q15735
HGNC:33882,INPP5K,inositol polyphosphate-5-phosphatase K,17p13.3,"10753883, 12536145",607875,Q9BT40
HGNC:6080,INPPL1,inositol polyphosphate phosphatase like 1,11q13.4,8530088,600829,O15357
HGNC:6081,INS,insulin,11p15.5,"6243748, 7773291",176730,P01308
HGNC:33527,INS-IGF2,INS-IGF2 readthrough,11p15.5,16531418,,F8WCM5
HGNC:6082,INSAF,insulin activator factor (insulin control element-binding transcription factor),reserved,7935390,,
HGNC:33116,INSC,INSC spindle orientation adaptor protein,11p15.2,16458856,610668,Q1MX18
HGNC:6083,INSIG1,insulin induced gene 1,7q36.3,9268630,602055,O15503
HGNC:55155,INSIG1-DT,INSIG1 divergent transcript,7q36.3,,,
HGNC:20452,INSIG2,insulin induced gene 2,2q14.1-q14.2,12242332,608660,Q9Y5U4
HGNC:6084,INSL1,insulin-like 1,,,,
HGNC:6085,INSL2,insulin-like 2,,,,
HGNC:6086,INSL3,insulin like 3,19p13.11,8020942,146738,P51460
HGNC:6087,INSL4,insulin like 4,9p24.1,"8666396, 9730618",600910,Q14641
HGNC:6088,INSL5,insulin like 5,1p31.3,10458910,606413,Q9Y5Q6
HGNC:6089,INSL6,insulin like 6,9p24.1,10819760,606414,Q9Y581
HGNC:6090,INSM1,INSM transcriptional repressor 1,20p11.23,"8188699, 16569215",600010,Q01101
HGNC:17539,INSM2,INSM transcriptional repressor 2,14q13.2,21343251,614027,Q96T92
HGNC:6091,INSR,insulin receptor,19p13.2,2983222,147670,P06213
HGNC:6092,INSRL,insulin receptor-like,7p13-q22,,,
HGNC:6093,INSRR,insulin receptor related receptor,1q23.1,"2768234, 2249481",147671,P14616
HGNC:6094,INSSA1,"symbol withdrawn, see [HGNC:18442](/data/gene-symbol-report/#!/hgnc_id/HGNC:18442)",reserved,,,
HGNC:6095,INSSA2,insulin synthesis associated 2,10q25.3,,,
HGNC:33753,INSYN1,inhibitory synaptic factor 1,15q24.1,"25048349, 27609886",617128,Q2T9L4
HGNC:51422,INSYN1-AS1,INSYN1 antisense RNA 1,15q24.1,,,
HGNC:33859,INSYN2A,inhibitory synaptic factor 2A,10q26.2,27609886,617129,Q6ZSG2
HGNC:37271,INSYN2B,inhibitory synaptic factor family member 2B,5q35.1,,,A6NMK8
HGNC:6097,INT1,"symbol withdrawn, see [HGNC:12774](/data/gene-symbol-report/#!/hgnc_id/HGNC:12774)",,,,
HGNC:6098,INT1L1,"symbol withdrawn, see [HGNC:12780](/data/gene-symbol-report/#!/hgnc_id/HGNC:12780)",,,,
HGNC:6099,INT3,"symbol withdrawn, see [HGNC:7884](/data/gene-symbol-report/#!/hgnc_id/HGNC:7884)",,,,
HGNC:6100,INT4,"symbol withdrawn, see [HGNC:12782](/data/gene-symbol-report/#!/hgnc_id/HGNC:12782)",,,,
HGNC:6101,INT6,"symbol withdrawn, see [HGNC:3277](/data/gene-symbol-report/#!/hgnc_id/HGNC:3277)",,,,
HGNC:24555,INTS1,integrator complex subunit 1,7p22.3,16239144,611345,Q8N201
HGNC:29241,INTS2,integrator complex subunit 2,17q23.2,16239144,611346,Q9H0H0
HGNC:26153,INTS3,integrator complex subunit 3,1q21.3,16239144,611347,Q68E01
HGNC:25048,INTS4,integrator complex subunit 4,11q14.1,16239144,611348,Q96HW7
HGNC:21925,INTS4P1,integrator complex subunit 4 pseudogene 1,7q11.21,,,
HGNC:22351,INTS4P2,integrator complex subunit 4 pseudogene 2,7q11.21,,,
HGNC:29352,INTS5,integrator complex subunit 5,11q12.3,16239144,611349,Q6P9B9
HGNC:14879,INTS6,integrator complex subunit 6,13q14.3,"10467397, 16239144",604331,Q9UL03
HGNC:42691,INTS6-AS1,INTS6 antisense RNA 1,13q14.3,,,
HGNC:27334,INTS6L,integrator complex subunit 6 like,Xq26.3,,,Q5JSJ4
HGNC:41180,INTS6L-AS1,INTS6L antisense RNA 1,Xq26.3,,,
HGNC:43921,INTS6P1,integrator complex subunit 6 pseudogene 1,5p13.1,,,
HGNC:24484,INTS7,integrator complex subunit 7,1q32.3,16239144,611350,Q9NVH2
HGNC:26048,INTS8,integrator complex subunit 8,8q22.1,16239144,611351,Q75QN2
HGNC:25592,INTS9,integrator complex subunit 9,8p21.1,16239144,611352,Q9NV88
HGNC:53139,INTS9-AS1,INTS9 antisense RNA 1,8p21.1,27816668,,
HGNC:25548,INTS10,integrator complex subunit 10,8p21.3,16239144,611353,Q9NVR2
HGNC:26052,INTS11,integrator complex subunit 11,1p36.33,"15684398, 16239144",611354,Q5TA45
HGNC:25067,INTS12,integrator complex subunit 12,4q24,16239144,611355,Q96CB8
HGNC:20174,INTS13,integrator complex subunit 13,12p11.23,"12414650, 19357193, 23097494",615079,Q9NVM9
HGNC:25372,INTS14,integrator complex subunit 14,15q22.31,11230166,,Q96SY0
HGNC:29239,INTU,inturned planar cell polarity protein,4q28.1,"10574462, 21761479",610621,Q9ULD6
HGNC:17870,INVS,inversin,9q31.1,12872123,243305,Q9Y283
HGNC:6103,IOSCA,"symbol withdrawn, see [HGNC:1160](/data/gene-symbol-report/#!/hgnc_id/HGNC:1160)",10q23.3-q24.1,,,
HGNC:6104,IP1,"symbol withdrawn, see [HGNC:5961](/data/gene-symbol-report/#!/hgnc_id/HGNC:5961)",Xp11.21-cen,,,
HGNC:6105,IP2,"symbol withdrawn, see [HGNC:5961](/data/gene-symbol-report/#!/hgnc_id/HGNC:5961)",Xq27-q28,,,
HGNC:18360,IP6K1,inositol hexakisphosphate kinase 1,3p21.31,,606991,Q92551
HGNC:17313,IP6K2,inositol hexakisphosphate kinase 2,3p21.31,10574768,606992,Q9UHH9
HGNC:17269,IP6K3,inositol hexakisphosphate kinase 3,6p21.31,11502751,606993,Q96PC2
HGNC:21204,IPCEF1,interaction protein for cytohesin exchange factors 1,6q25.2,"11804589, 19756519",,Q8WWN9
HGNC:20739,IPMK,inositol polyphosphate multikinase,10q21.1,"12223481, 12027805",609851,Q8NFU5
HGNC:39354,IPMKP1,inositol polyphosphate multikinase pseudogene 1,13q12.12,,,
HGNC:19426,IPO4,importin 4,14q12,11823430,,Q8TEX9
HGNC:6402,IPO5,importin 5,13q32.2,"9114010, 9271386, 17005651",602008,O00410
HGNC:49687,IPO5P1,importin 5 pseudogene 1,19p12,,,
HGNC:9852,IPO7,importin 7,11p15.4,9214382,605586,O95373
HGNC:39837,IPO7P1,importin 7 pseudogene 1,Xp11.22,,,
HGNC:39838,IPO7P2,importin 7 pseudogene 2,13q12.12,,,
HGNC:9853,IPO8,importin 8,12p11.21,9214382,605600,O15397
HGNC:41955,IPO8P1,importin 8 pseudogene 1,1q32.2,,,
HGNC:19425,IPO9,importin 9,1q32.1,"11823430, 10574461",,Q96P70
HGNC:40892,IPO9-AS1,IPO9 antisense RNA 1,1q32.1,,,
HGNC:20628,IPO11,importin 11,5q12.1,,610889,Q9UI26
HGNC:16853,IPO13,importin 13,1p34.1,"9872452, 11447110",610411,O94829
HGNC:6108,IPP,intracisternal A particle-promoted polypeptide,1p34.1,"1905535, 8432546",147485,Q9Y573
HGNC:14645,IPPK,inositol-pentakisphosphate 2-kinase,9q22.31,12084730,,Q9H8X2
HGNC:39390,IPPKP1,"inositol 1,3,4,5,6-pentakisphosphate 2-kinase pseudogene 1",13q12.11,,,
HGNC:6109,IPW,imprinted in Prader-Willi syndrome,15q11.2,"7849716, 9601023, 24816254",601491,
HGNC:49576,IQANK1,IQ motif and ankyrin repeat containing 1,8q24.3,,618942,A8MXQ7
HGNC:26195,IQCA1,IQ motif containing with AAA domain 1,2q37.2-q37.3,23427265,,Q86XH1
HGNC:41137,IQCA1-AS1,IQCA1 antisense RNA 1,2q37,,,
HGNC:22831,IQCA1L,IQ motif containing with AAA domain 1 like,7q36.1,,,A6NCM1
HGNC:28949,IQCB1,IQ motif containing B1,3q13.33,15723066,609237,Q15051
HGNC:17727,IQCB2P,IQ motif containing B2 pseudogene,6p22.1,,,
HGNC:25545,IQCC,IQ motif containing C,1p35.2,,,Q4KMZ1
HGNC:25168,IQCD,IQ motif containing D,12q24.13,"23427265, 24804578",,Q96DY2
HGNC:29171,IQCE,IQ motif containing E,7p22.3,10470851,617631,Q6IPM2
HGNC:28607,IQCF1,IQ motif containing F1,3p21.2,25380116,,Q8N6M8
HGNC:31815,IQCF2,IQ motif containing F2,3p21.2,,,Q8IXL9
HGNC:31816,IQCF3,IQ motif containing F3,3p21.2,,,P0C7M6
HGNC:54720,IQCF4P,"IQ motif containing F4, pseudogene",3p21.2,,,
HGNC:35159,IQCF5,IQ motif containing F5,3p21.2,,,A8MTL0
HGNC:41297,IQCF5-AS1,IQCF5 antisense RNA 1,3p21.2,,,
HGNC:35158,IQCF6,IQ motif containing F6,3p21.2,,,A8MYZ5
HGNC:25251,IQCG,IQ motif containing G,3q29,"11230166, 23427265, 24362311",612477,Q9H095
HGNC:25721,IQCH,IQ motif containing H,15q23,12477932,612523,Q86VS3
HGNC:44104,IQCH-AS1,IQCH antisense RNA 1,15q23,,,
HGNC:32406,IQCJ,IQ motif containing J,3q25.32,17045569,611622,Q1A5X6
HGNC:38842,IQCJ-SCHIP1,IQCJ-SCHIP1 readthrough,3q25.32-q25.33,,,B3KU38
HGNC:41303,IQCJ-SCHIP1-AS1,IQCJ-SCHIP1 readthrough antisense RNA 1,3q25.33,31205916,,
HGNC:28556,IQCK,IQ motif containing K,16p12.3,10493829,,Q8N0W5
HGNC:53443,IQCM,IQ motif containing M,4q31.23,,,A0A1B0GVH7
HGNC:29350,IQCN,IQ motif containing N,19p13.11,"11214970, 11230166",,Q9H0B3
HGNC:6110,IQGAP1,IQ motif containing GTPase activating protein 1,15q26.1,"8051149, 8670801",603379,P46940
HGNC:6111,IQGAP2,IQ motif containing GTPase activating protein 2,5q13.3,8756646,605401,Q13576
HGNC:20669,IQGAP3,IQ motif containing GTPase activating protein 3,1q22,,,Q86VI3
HGNC:29112,IQSEC1,IQ motif and Sec7 domain ArfGEF 1,3p25.2,"9872452, 8619474, 31607425",610166,Q6DN90
HGNC:29059,IQSEC2,IQ motif and Sec7 domain ArfGEF 2,Xp11.22,"9628581, 20473311, 26793055",300522,Q5JU85
HGNC:29193,IQSEC3,IQ motif and Sec7 domain ArfGEF 3,12p13.33,10470851,612118,Q9UPP2
HGNC:49848,IQSEC3P1,IQ motif and Sec7 domain 3 pseudogene 1,12p13.33,,,
HGNC:49849,IQSEC3P2,IQ motif and Sec7 domain 3 pseudogene 2,12p13.2,,,
HGNC:49850,IQSEC3P3,IQ motif and Sec7 domain 3 pseudogene 3,20q13.33,,,
HGNC:21995,IQUB,IQ motif and ubiquitin domain containing,7q31.32,,,Q8NA54
HGNC:7237,IRAG1,"inositol 1,4,5-triphosphate receptor associated 1",11p15.4,10321731,604673,Q9Y6F6
HGNC:43434,IRAG1-AS1,IRAG1 antisense RNA 1,11p15.4,31273338,,
HGNC:6690,IRAG2,"inositol 1,4,5-triphosphate receptor associated 2",12p12.1,8021504,602003,Q12912
HGNC:50365,IRAIN,IGF1R antisense imprinted non-protein coding RNA,15q26.3,"25092925, 27644252",,
HGNC:6112,IRAK1,interleukin 1 receptor associated kinase 1,Xq28,"9374458, 8599092",300283,P51617
HGNC:17368,IRAK1BP1,interleukin 1 receptor associated kinase 1 binding protein 1,6q14.1,11096118,615375,Q5VVH5
HGNC:6113,IRAK2,interleukin 1 receptor associated kinase 2,3p25.3,9374458,603304,O43187
HGNC:17020,IRAK3,interleukin 1 receptor associated kinase 3,12q14.3,10383454,604459,Q9Y616
HGNC:17967,IRAK4,interleukin 1 receptor associated kinase 4,12q12,"3772297, 10508479",606883,Q9NWZ3
HGNC:6114,IREB1,"symbol withdrawn, see [HGNC:117](/data/gene-symbol-report/#!/hgnc_id/HGNC:117)",,,,
HGNC:6115,IREB2,iron responsive element binding protein 2,15q25.1,2172968,147582,P48200
HGNC:6116,IRF1,interferon regulatory factor 1,5q31.1,"2726461, 1680796",147575,P10914
